AREA,SUBAREA,ISBN,TITULO,ED,ANIO,AUTOR,EDITORIAL,STOCK,PVP_S
ADMINISTRACION,DIRECCION GERENCIAL / MANAGEMENT,978-84-15581-82-6,ORGANIZACION DE EMPRESAS PARA INGENIERIA CIVIL LIBRO DE PRACTICAS,7,2014,TRUYOLS,DELTA,6,85.4
ADMINISTRACION,DIRECCION GERENCIAL / MANAGEMENT,978-607-744-229-5,LOS 27 RETOS QUE ENFRENTAN LOS DIRECTIVOS.,1,2015,TULGAN,PATRIA,2,14.0
ADMINISTRACION,DIRECCION GERENCIAL / MANAGEMENT,978-84-92860-93-7,LA GESTION DE LA COMUNICACION EN LAS ORGANIZACIONES.,1,2012,TUÑEZ,COMUNICACION SOCIAL,2,55.0
ADMINISTRACION,DIRECCION GERENCIAL / MANAGEMENT,978-84-7356-883-8,DIRECCION Y SENSIBILIDAD,2,2013,URCOLA,ESIC,4,40.0
ADMINISTRACION,DIRECCION GERENCIAL / MANAGEMENT,978-84-368-3951-7,DIRECCION ESTRATEGICA PARA EL SIGLO XXI,1,2018,URRA,PIRAMIDE,7,131.5
ADMINISTRACION,DIRECCION GERENCIAL / MANAGEMENT,978-84-16671-95-3,HERRAMIENTAS PRACTICAS PARA EL DESARROLLO ESTRATEGICO DE LA EMPRESA,1,2018,VACIERO,FUNDACION CONFEMETAL,8,58.3
ADMINISTRACION,DIRECCION GERENCIAL / MANAGEMENT,978-607-17-2770-1,MODELOS CLAVE DE NEGOCIOS. MAS DE 75 MODELOS QUE TODO GERENTE NECESITA SABER,1,2016,VAN DEN BERG,TRILLAS,1,60.0
ADMINISTRACION,EMPRENDIMIENTO,978-607-15-1458-5,EL EMPRENDEDOR DE EXITO,6,2020,ALCARAZ,MCGRAW-HILL,1,129.7
ADMINISTRACION,EMPRENDIMIENTO,978-607-15-1278-9,EL EMPRENDEDOR DEL EXITO,5,2015,ALCARAZ,MCGRAW-HILL,4,89.6
ADMINISTRACION,EMPRENDIMIENTO,978-84-368-3349-2,MICROEMPRENDEDORES,1,2015,ALMADA,PIRAMIDE,3,46.0
ADMINISTRACION,EMPRENDIMIENTO,978-9972-45-429-5,HISTORIA DE UN EMPRENDIMIENTO,1,2017,ARANA,UNIV. DE LIMA,21,55.6
ADMINISTRACION,EMPRENDIMIENTO,978-84-17209-33-9,LA MAGIA DE LOS EQUIPOS EXTRAORDINARIOS,1,2018,AROLA,PROFIT EDITORIAL,1,62.9
ADMINISTRACION,EMPRENDIMIENTO,978-607-96078-2-1,JUNTAS Y REUNIONES DE TRABAJO.,1,2014,BARBOSA,DELTA,1,35.0
ADMINISTRACION,EMPRENDIMIENTO,8029301,MANUAL DE CAPACITACION.,1,2014,BARBOSA,DELTA,3,84.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-7112-522-4,TECNICAS DE APRENDIZAJE COLOBORATIVO.,2,2012,BARKLEY,MORATA,4,85.5
ADMINISTRACION,EMPRENDIMIENTO,978-612-304-620-0,EMPRENDIMIENTO Y OPORTUNIDADES DE NEGOCIO,1,2020,BAZAN,MACRO,22,15.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-205-6586-6,GOBERNANDO LA EMPRESA FAMILIAR. CON VISION TRANSFORMADORA Y LIDERAZGO POSITIVO,1,2017,BERMEJO,PEARSON,2,62.9
ADMINISTRACION,EMPRENDIMIENTO,978-84-8356-397-7,EL GRAN EQUIPO,1,2012,BERNABE,LID,1,46.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-277-2448-8,EQUIPOS DOCENTES INNOVADORES,1,2018,BLACHARD,NARCEA,11,65.2
ADMINISTRACION,EMPRENDIMIENTO,978-607-526-212-3,EL FUTURO DEL EMPRENDIMIENTO EN LATINOAMERICA,2,2017,BRENES,CENGAGE LEARNING,23,121.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-277-2063-3,EL DESAFIO DE EMPRENDER EN EL SIGLO XXI.,1,2014,BRIASCO,NARCEA,10,32.1
ADMINISTRACION,EMPRENDIMIENTO,978-607-32-0593-1,TECNICAS DE NEGOCIACION Y RESOLUCION DE CONFLICTOS,1,2011,BUDJAC,PEARSON,8,143.4
ADMINISTRACION,EMPRENDIMIENTO,978-84-1321-863-2,EMPRESA E INICIATIVA EMPRENDEDORA,DL,2022,CALDAS,EDITEX,6,116.9
ADMINISTRACION,EMPRENDIMIENTO,978-84-1321-570-9,EMPRESA E INICIATIVA EMPRENDEDORA 360,DL,2021,CALDAS,EDITEX,10,53.7
ADMINISTRACION,EMPRENDIMIENTO,978-84-9771-560-7D1,EMPRESA E INICIATIVA EMPRENDEDORA.,DL,2011,CALDAS,EDITEX,1,25.0
ADMINISTRACION,EMPRENDIMIENTO,978-987-3887-16-1,"PURO MANAGEMENT. EMPRENDEDORES, GERENTES, COLABORADORES",1,2015,CARDOZO,TEMAS,5,60.1
ADMINISTRACION,EMPRENDIMIENTO,978-84-368-4009-4,EMPRENDER CON EXITO. METODO CHAN,1,2018,CHAN,PIRAMIDE,6,34.4
ADMINISTRACION,EMPRENDIMIENTO,978-84-16115-89-1,LA ESTRATEGIA DEL OCEANO AZUL. CREAR NUEVOS ESPACIOS DE MERCADO,1,2015,CHAN,PROFIT EDITORIAL,1,68.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-16904-49-5,LAS CLAVES DE LA ESTRATEGIA DEL OCEANO AZUL,1,2017,CHAN,PROFIT EDITORIAL,11,74.3
ADMINISTRACION,EMPRENDIMIENTO,978-84-277-2191-3,MOTIVAR Y ANIMAR EQUIPOS EN TRABAJO SOCIAL,1,2016,CHARLEUX,NARCEA,1,53.0
ADMINISTRACION,EMPRENDIMIENTO,978-958-762-151-8,YO TAMBIEN PUEDO EMPRENDER,1,2014,CLAVER,EDICIONES DE LA U,7,31.4
ADMINISTRACION,EMPRENDIMIENTO,978-84-9021-471-8,"EMPRENDER. ""EL OBJETIVO MARCA TU RUMBO, EL CAMBIO SE HACE DIA A DIA""",1,2016,COSME,ICB EDITORES,6,70.0
ADMINISTRACION,EMPRENDIMIENTO,978-607-538-301-9,EMPRENDE Y RESISTE PARA CRECER,1,2018,CRUELLES,ALFAOMEGA,1,88.5
ADMINISTRACION,EMPRENDIMIENTO,978-612-326-178-8,EL SUJETO EMPRENDEDOR,1,2022,CUENCA,INST. DE ESTUDIOS PERUANOS,1,33.7
ADMINISTRACION,EMPRENDIMIENTO,978-958-741-444-8,COMUNICACION ORGANIZACIONAL. TECNICAS Y ESTRATEGIAS,1R,2015,DE CASTRO,ECOE,2,46.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-368-2433-9,"MEDIACION. PROCESO, TACTICAS Y TECNICAS.",3,2017,DE DIEGO,PIRAMIDE,1,97.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-7356-618-6,TECNICAS DE NEGOCIACION. UN METODO PRACTICO.,1R,2016,DE MANUEL,ESIC,1,51.0
ADMINISTRACION,EMPRENDIMIENTO,978-950-641-859-5,ENCUENTRA TU PASION. SIETE PASOS PARA EMPRENDER TU PROYECTO,1,2015,DE OTO,GRANICA,5,25.0
ADMINISTRACION,EMPRENDIMIENTO,978-950-641-616-4,"GERENCIA EXITOSA DE VENTAS. METODOS, SECRETOS Y ESTRATEGIAS PARA DIRIGIR EQUIPOS",3R,2017,DE SALTERAIN,GRANICA,8,96.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-368-3573-1,EMPRENDIENDO LA EXCELENCIA EN EL RETAIL. CASO FARRET: EMPRESA SOSTENIBLE,1,2016,DEULOFEU,PIRAMIDE,3,58.0
ADMINISTRACION,EMPRENDIMIENTO,978-612-304-332-2,HIJOS EMPRENDEDORES.,1,2016,DIAZ,MACRO,22,24.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-283-3737-3,TECNICAS DE VENTA Y NEGOCIACION,2R,2017,ESCUDERO,PARANINFO,5,125.8
ADMINISTRACION,EMPRENDIMIENTO,978-987-660-175-7,PLANES DE NEGOCIO PARA PYMES Y EMPRENDIMIENTOS UNIPERSONALES.,1,2013,ESTRADA,EDICON. FONDO EDITORIAL CONSEJO,2,58.5
ADMINISTRACION,EMPRENDIMIENTO,978-84-939507-1-2,EL LIBRO ROJO DE LAS MUJERES EMPRENDEDORAS.,2,2011,FACUNDO,LIBROS DE CABECERA,7,30.5
ADMINISTRACION,EMPRENDIMIENTO,978-987-28776-6-8,ATENCION AL CLIENTE Y FORMACION DE VENDEDORES.,1,2014,FARRES,LIBRYCO,4,47.4
ADMINISTRACION,EMPRENDIMIENTO,978-987-716-006-2,ESTRATEGIA Y GESTION DE EMPRENDIMIENTOS HOTELEROS.,2,2014,FASIOLO,OSMAR D. BUYATTI LIBRERIA EDITORIAL,7,99.6
ADMINISTRACION,EMPRENDIMIENTO,978-607-17-2478-6,¿COMO SER UN EMPRENDEDOR?. SIN TANTO ROLLO,1,2015,FEHER,TRILLAS,5,43.5
ADMINISTRACION,EMPRENDIMIENTO,978-84-946600-4-7,¿EMPRENDES O INVIERTES? COMO VENDER SUEÑOS Y COMO COMPRARLOS,1,2017,FERNANDEZ,LIBROS DE CABECERA,2,59.5
ADMINISTRACION,EMPRENDIMIENTO,978-84-9077-248-5,EMPRESA E INICIATIVA EMPRENDEDORA,DL,2016,FERRANDIS,SINTESIS,6,103.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-7356-787-9,TWITTEMPRENDEDOR. CONSEJOS TWEET TWEET PARA EMPRENDEDORES,1,2011,FIGUEROS,ESIC,4,6.0
ADMINISTRACION,EMPRENDIMIENTO,978-958-778-017-8,COMPETITIVIDAD. LA CLAVE DEL EXITO EMPRESARIAL,1,2015,FONSECA,ALFAOMEGA,4,69.4
ADMINISTRACION,EMPRENDIMIENTO,978-84-16462-95-7,FORMACION PARA EL EMPRENDIMIENTO EN LA ENSEÑANZA DE ECONOMIA Y ESCUELAS DE NEGOC,DL,2016,FREIRE,ESIC,2,249.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-283-9867-1,ACTITUD EMPRENDEDORA Y OPORTUNIDADES DE NEGOCIO.,1,2014,GARCIA,PARANINFO,13,45.8
ADMINISTRACION,EMPRENDIMIENTO,978-84-907713-9-6,EMPRESA E INICIATIVA EMPRENDEDORA,DL,2015,GARCIA,SINTESIS,5,87.4
ADMINISTRACION,EMPRENDIMIENTO,978-84-92954-35-3,FORMAR Y DIRIGIR EL MEJOR EQUIPO DE TRABAJO.,1,2012,GARCIA,DELTA,1,21.5
ADMINISTRACION,EMPRENDIMIENTO,978-958-762-782-4,GESTION DE FUERZA DE VENTAS Y EQUIPOS COMERCIALES,1,2018,GARCIA,EDICIONES DE LA U,2,41.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-283-9905-0,GESTION DE LA FUERZA DE VENTAS Y EQUIPOS COMERCIALES,1,2016,GARCIA,PARANINFO,5,69.0
ADMINISTRACION,EMPRENDIMIENTO,978-612-4370-54-0,EMPRENDIMIENTO BAJO EL SOL ARDIENTE,1,2019,GERMANA,UNIV. SAN IGNACIO DE LOYOLA (USIL),6,39.4
ADMINISTRACION,EMPRENDIMIENTO,978-84-7356-958-3,27 CONVERSACIONES CON EMPRENDEDORES ESPAÑOLES.,1,2013,GINER,ESIC,3,30.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-7356-904-0,EMPRENDER CON IDEAS INNOVADORAS,DL,2013,GINER,ESIC,5,13.0
ADMINISTRACION,EMPRENDIMIENTO,978-958-792-418-3,LA MARCA DEL EMPRENDEDOR,1,2022,GONZALEZ,EDICIONES DE LA U,1,56.6
ADMINISTRACION,EMPRENDIMIENTO,978-84-16904-76-1,¡VAMOS! COMO APLICAR LA INICIATIVA EMPRENDEDORA EN LA EMPRESA,1,2017,GRAÑO,PROFIT EDITORIAL,6,53.8
ADMINISTRACION,EMPRENDIMIENTO,978-950-641-798-7,"PASION POR HACER. HISTORIA DE VIDA, FAMILIA Y EMPRESA",1R,2015,GROBOCOPATEL,GRANICA,15,52.9
ADMINISTRACION,EMPRENDIMIENTO,978-84-368-4292-0,PASO DE GIGANTE,1,2020,GUILLEN,PIRAMIDE,3,60.8
ADMINISTRACION,EMPRENDIMIENTO,978-84-9042-263-2,TECNICAS DE COMUNICACION SOCIAL,1,2016,GUTIERREZ,UNIV. DE LAS PALMAS DE GRAN CANARIA.,13,112.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-291-4435-2,LA SUPERCONDUCTIVIDAD BIEN ENTENDIDA EMPIEZA CON H,1,2019,HIRSCH,REVERTE,5,97.6
ADMINISTRACION,EMPRENDIMIENTO,978-84-16997-51-0,BLITZSCALING. LA GUIA PARA ESCALAR EMPRESAS RAPIDAMENTE,1,2021,HOFFMAN,EMPRESA ACTIVA,1,72.8
ADMINISTRACION,EMPRENDIMIENTO,978-612-4342-58-5,MODELO DE MUJER EMPRENDEDORA Y LIDER,1,2018,HOLLER,CAJA NEGRA,32,22.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-945222-8-4,EMPRENDER Y LIDERAR UNA STARTUP,1,2017,HOROWITZ,LIBROS DE CABECERA,2,69.8
ADMINISTRACION,EMPRENDIMIENTO,978-958-792-255-4,"ECOSISTEMA DE BIENESTAR Y FELICIDAD CORPORATIVA, RESILIENCIA Y LA CREACION DE UN",1,2021,IBAÑEZ,EDICIONES DE LA U,4,49.9
ADMINISTRACION,EMPRENDIMIENTO,978-84-7356-152-5,BUSINESS ANGELS. LOS MECENAS DEL ECOSISTEMA EMPRENDEDOR,1,2014,IRUARRIZAGA,ESIC,3,15.6
ADMINISTRACION,EMPRENDIMIENTO,978-607-481-639-6,PRINCIPIOS DE CONTABILIDAD ENFOQUE EMPRENDEDOR,1,2012,JUAREZ,CENGAGE LEARNING,2,75.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-10358-01-0,EMPRENDER. COMO CREAR Y DIRIGIR UNA EMPRESA,1,2024,KIERAN,KOAN,15,53.9
ADMINISTRACION,EMPRENDIMIENTO,978-612-00-8088-7,DE SOÑADOR A EMPRENDEDOR,3,2022,KORCH,AUTORES NACIONALES,1,44.1
ADMINISTRACION,EMPRENDIMIENTO,978-84-95787-32-3,LAS CINCO DISFUNCIONES DE UN EQUIPO,11,2011,LENCIONI,EMPRESA ACTIVA,3,49.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-16904-29-7,EL EMPRESARIO PROACTIVO,1,2017,LOPEZ,PROFIT EDITORIAL,9,54.9
ADMINISTRACION,EMPRENDIMIENTO,978-84-16115-62-4,24 FORMAS DE MEJORAR EL RENDIMIENTO PERSONAL Y DE TU EQUIPO,1,2016,MAGINN,PROFIT EDITORIAL,5,35.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-16904-12-9,EL VENDEDOR CONECTADO,1,2018,MAHE,PROFIT EDITORIAL,9,56.0
ADMINISTRACION,EMPRENDIMIENTO,978-958-52111-0-0,CONSTRUIR EQUIPOS GANADORES,1,2019,MARTINEZ,EDICIONES DE LA U,2,60.6
ADMINISTRACION,EMPRENDIMIENTO,978-84-283-3822-6,ORGANIZACION DE EQUIPOS DE VENTAS,1,2016,MARTINEZ,PARANINFO,6,66.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-368-2899-3,HOJA DE RUTA PARA EMPRENDEDORES. CREAR UNA EMPRESA EN TIEMPOS DIFICILES,1,2013,MEDINA,PIRAMIDE,2,36.2
ADMINISTRACION,EMPRENDIMIENTO,978-958-665-305-3,EL EMPRENDEDOR DE ORGANIZACIONES INNOVADORAS.,1,2014,MORALES,SIGLO DEL HOMBRE,6,66.0
ADMINISTRACION,EMPRENDIMIENTO,978-607-438-659-2,EL EMPRENDEDOR REBELDE.,1,2013,MOULES,PATRIA,1,8.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-15986-91-1,ESTA EMPRESA ES UN ZOO,1,2015,MURIEL,ESIC,9,31.6
ADMINISTRACION,EMPRENDIMIENTO,978-607-707-516-5,REFLEXIONES DE/PARA UN DIRECTOR.,1,2013,NAVARRO,ALFAOMEGA,7,15.0
ADMINISTRACION,EMPRENDIMIENTO,978-987-8358-40-6,PROGRESAR EN LOS NEGOCIOS Y LA VIDA,1,2021,NIR,GRANICA,5,73.2
ADMINISTRACION,EMPRENDIMIENTO,978-84-9921-880-9,IMPULSANDO LOS EQUIPOS DOCENTES,1,2016,NOVELLA,OCTAEDRO,2,49.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-234-2692-8,EMPRENDIENDO HACIA EL 2020. UNA RENOVADA PERSPECTIVA GLOBAL DEL ARTE.,1,2009,NUENO,DEUSTO,1,5.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-277-2224-8,COMO TRABAJAR EN EQUIPO A TRAVES DE COMPETENCIAS,1,2016,OLAZ,NARCEA,3,58.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-9052-046-8,EL MAGNETISMO DEL NEGOCIADOR,1,2016,PALACIOS,DIAZ DE SANTOS,5,65.0
ADMINISTRACION,EMPRENDIMIENTO,84-9751-352-4,INNOVAR Y EMPRENDER EN EL SECTOR SANITARIO,1,2008,PARERAS,ARS MEDICA,2,100.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-940047-0-4,ESCUELA DE EMPRENDEDORES.,1,2012,PEIRO,LIBROS DE CABECERA,2,47.7
ADMINISTRACION,EMPRENDIMIENTO,978-84-283-3811-0,INICIACION A LA ACTIVIDAD EMPRENDEDORA Y EMPRESARIAL,1R,2016,PELAYO,PARANINFO,5,69.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-16462-96-4,MIMSA. LA GESTION DEL CAMBIO DE UN EQUIPO COMERCIAL,1,2016,PERIS,ESIC,6,13.2
ADMINISTRACION,EMPRENDIMIENTO,978-958-792-372-8,EMPRENDER CON PROPOSITO,1,2022,PLAZAS,EDICIONES DE LA U,2,51.8
ADMINISTRACION,EMPRENDIMIENTO,978-84-17129-81-1,GESTION PROFESIONAL Y EMOCIONAL DE EQUIPOS,1,2018,POSTIGO,ESIC,2,59.4
ADMINISTRACION,EMPRENDIMIENTO,978-84-949493-5-7,CREATIVIDAD. EMPRENDIMIENTO Y MEJORA CONTINUA,6R,2020,RAJADELL,REVERTE,27,65.6
ADMINISTRACION,EMPRENDIMIENTO,978-607-15-1596-4,"REINVENTATE. EL PODER DE REINICIAR, RE IMAGINARLO TODO Y CO-CREAR",1,2022,REGIL,MCGRAW-HILL,1,92.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-938303-0-4,LA PRIMERA VENTA DEL EMPRENDEDOR.,1R,2013,REMOLINS,LIBROS DE CABECERA,3,18.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-7356-822-7,FORMACION DE VENDEDORES: SABER PARA VENDER.,1,2012,RIVERA,ESIC,11,18.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-283-9530-4,GESTION DE LA VENTA PERSONAL Y DE EQUIPOS COMERCIALES,1,2014,ROMAN,PARANINFO,5,47.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-277-1721-3,EQUIPOS DOCENTES Y NUEVAS IDENTIDADES ACADEMICAS.,1,2010,RUE,NARCEA,2,12.0
ADMINISTRACION,EMPRENDIMIENTO,978-958-792-416-9,"EL EMPRESARIO NO NACE, SE HACE. EXPERIENCIAS QUE ME LLEVARON A TENER EXITO COMO",1,2022,SALLES,EDICIONES DE LA U,5,47.0
ADMINISTRACION,EMPRENDIMIENTO,978-958-762-946-0,RESOLUCION DE CONFLICTOS. HABILIDADES Y TECNICAS PARA EDUCADORES,1,2019,SANCHEZ,EDICIONES DE LA U,1,51.5
ADMINISTRACION,EMPRENDIMIENTO,978-84-9003-274-9,TECNICAS DE COMUNICACION Y DE RELACIONES.,DL,2014,SANCHEZ,EDITEX,5,54.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-368-4339-2,EMPRENDIMIENTO SOSTENIBLE,1,2020,SANCHIS,PIRAMIDE,2,125.2
ADMINISTRACION,EMPRENDIMIENTO,978-958-771-581-1,EMPRENDER PARA TRANSFORMAR. HERRAMIENTAS PARA UNA COMUNIDAD,1,2018,SARAVIA,ECOE,1,36.6
ADMINISTRACION,EMPRENDIMIENTO,978-958-41-0428-1,DIRECCION EFECTIVA DE EQUIPOS DE VENTA. UN ENFOQUE ESTRATEGICO PARA PRODUCTOS,1,2011,SCHNARCH,MCGRAW-HILL,2,25.0
ADMINISTRACION,EMPRENDIMIENTO,978-958-503-386-3,EMPRENDIMIENTO EXITOSO. COMO MEJORAR SU PROCESO Y GESTION,2,2022,SCHNARCH,ECOE,1,116.5
ADMINISTRACION,EMPRENDIMIENTO,978-958-771-155-4,EMPRENDIMIENTO EXITOSO. COMO MEJORAR SU PROCESO Y GESTION,1R,2016,SCHNARCH,ECOE,3,75.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-7356-937-8,HISTORIA DE UN EMPRENDEDOR CASO IQS.,1,2013,SORET,ESIC,3,13.0
ADMINISTRACION,EMPRENDIMIENTO,978-612-4119-88-0,LOS OLIVOS. HISTORIA DE UN DISTRITO EMPRENDEDOR DE LIMA-NORTE,1,2017,TACUNAN,UNIV. SAN IGNACIO DE LOYOLA (USIL),10,39.4
ADMINISTRACION,EMPRENDIMIENTO,978-84-9987-084-7,¡ ATREVETE A INNOVAR ! Y A TRABAJAR EN EQUIPO.,1,2013,VALLET,WOLTERS KLUWER,7,27.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-92980-14-7,DIRECCION DE EQUIPO DE TRABAJO: LIDERAZGO Y MOTIVACION,2,2015,VARIOS,ICB EDITORES,12,66.6
ADMINISTRACION,EMPRENDIMIENTO,978-607-563-184-4,GUIA PARA EMPRENDER FIRMAS DE CONTADORES PUBLICOS,1,2022,VARIOS,INSTITUTO MEXICANO DE CONTADORES PUBLICOS,4,93.7
ADMINISTRACION,EMPRENDIMIENTO,978-84-945222-6-0,INTRAEMPRENDEDORES. REINVENTA TU EMPRESA CON ESPIRITU START-UP: INSPIRACION PARA,2,2016,VEGA,LIBROS DE CABECERA,5,49.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-940047-3-5,TODOS SOMOS VENDEDORES.,1,2012,VEGA,LIBROS DE CABECERA,4,18.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-9077-489-2,EMPRESA E INICIATIVA EMPRENDEDORA,DL,2017,VENDRELL,SINTESIS,1,132.6
ADMINISTRACION,EMPRENDIMIENTO,978-607-05-0178-4D1,EMPRENDEDORES,1,2011,VILLALOBOS,LIMUSA,9,55.6
ADMINISTRACION,EMPRENDIMIENTO,978-84-254-2928-6,EL LENGUAJE DEL CAMBIO. TECNICA DE COMUNICACION TERAPEUTICA,2,2015,WATZLAWICK,HERDER,1,66.1
ADMINISTRACION,EMPRENDIMIENTO,978-987-741-061-7,EMPRENDEDORES TECNOLOGICOS. DIALOGOS CON LOS MEJORES EMPRENDEDORES DE LA CIUDAD,1,2016,WEGMAN,EDICON. FONDO EDITORIAL CONSEJO,2,51.0
ADMINISTRACION,EMPRENDIMIENTO,978-84-277-1942-2,MEDIACION: HABILIDADES Y ESTRATEGIAS.,1,2013,WHATLING,NARCEA,11,25.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-968-24-7812-3,EL ARTE DE LA NEGOCIACION EMPRESARIAL.MANUAL DEL COMPRADOR EFICAZ.,1R,2007,ALDANA,TRILLAS,1,10.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-607-15-0648-1,EMPRESARISMO. CONSTRUYE TU NEGOCIO,2,2012,ALLEN,MCGRAW-HILL,8,200.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-987-8358-27-7,GESTIONAR SIN ESTAR,1R,2021,ALLES,GRANICA,5,88.9
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-17209-85-8,100 IDEAS PARA EL RETAIL DE LA ERA DIGITAL,1,2019,ALVAREZ,PROFIT EDITORIAL,2,60.6
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-16904-10-5,EMPRESAS QUE MIENTEN,1,2017,AMAT,PROFIT EDITORIAL,4,64.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-92956-01-2,LAS EMPRESAS DE ALTO CRECIMIENTO Y LAS GACELAS,1,2010,AMAT,PROFIT EDITORIAL,3,12.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-16115-71-6,MANUAL DE ANALISIS DE EMPRESAS COTIZADAS.,1,2015,AMAT,ACCID,6,65.9
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-15505-05-1,¡APPLE. TODO LO QUE SIEMPRE QUISO SABER SOBRE LA EMPRESA QUE HACE SEXY LA,1,2012,ANGEL,PROFIT EDITORIAL,1,9.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-958-771-913-0,MANAGEMENT 5.0. FELICIDAD ORGANIZACIONAL Y EL AUGE DE LA EMPRESA SOCIAL,1,2020,ARROYO,ECOE,2,62.8
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-968-24-8084-3,TACTICAS PARA LA NEGOCIACION INTERNACIONAL. LAS DIFERENCIAS CULTURALES.,1R,2014,AVILA,TRILLAS,1,57.6
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-205-6613-9,INTRODUCCION A LA DIRECCION DE EMPRESAS. CASOS PRACTICOS,1,2017,BEGOÑA,PEARSON,22,97.2
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-9198-663-8,GESTION DE COMUNIDADES VIRTUALES. COMM006PO,1,2019,BERENGUER,IC EDITORIAL (INNOVACION Y CUALIFICACION),5,97.8
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-958-792-400-8,SEGURIDAD EN EL COMERCIO ELECTRONICO,1,2022,BERENGUER,EDICIONES DE LA U,1,93.5
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-958-778-598-2,SINCRONIZACION Y SINERGIA EMPRESARIAL,1,2019,BIRRELL,ALFAOMEGA,1,51.5
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-970-10-6737-6,LA VENTAJA INTERNA. LA ESTRATEGIA QUE REVELA EL CRECIMIENTO OCULTO EN SU NEGOCIO,1,2008,BLOOM,MCGRAW-HILL,119,6.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-612-4110-53-5,MIRANDO LOS NEGOCIOS AL REVES. COMO CREAR INNOVADORAS IDEAS DE NEGOCIO,1,2016,BOZA,ESAN,1,63.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-958-765-060-0,OPTIMIZACION DE DECISIONES EMPRESARIALES.,1,2013,BRAVO,UNIV. DEL VALLE,7,25.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-7978-899-5,ESTRATEGIAS EN EL MUNDO INMOBILIARIO.,2,2009,BUENO,DIAZ DE SANTOS,25,9.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-949041-6-5,¿AUN NO ERES FREELANCE?: LA GUIA IMPRESCINDIBLE DEL FREELANCE (Y DE LOS QUE,1,2019,CALVO,LIBROS DE CABECERA,3,52.3
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-8322-487-8,INTRODUCCION A LOS NEGOCIOS Y SU GESTION.,1,2009,CAMISON,PEARSON,1,20.0
ADMINISTRACION,EMPRESAS Y NEGOCIOS DIGITALES,978-84-9198-391-0,ANALIZA EL TRAFICO DE TU NEGOCIO CON GOOGLE ANALYTICS,1,2018,CARDADOR,IC EDITORIAL (INNOVACION Y CUALIFICACION),1,69.8
